File Name,Rule Title,Rule ID,Rule Description,Chinese Title,Chinese Description,Level,References,Tags,Logsource,Fields,FalsePositive,Error Translation,Detection,SPL Query
lnx_auditd_data_compressed.yml,Data Compressed,a3b5e3e9-1b49-4119-8b8e-0344a01f21ee,"An adversary may compress data (e.g., sensitive documents) that is collected prior to exfiltration in order to make it portable and minimize the amount of data sent over the network.",数据压缩,对手可以压缩在去渗透之前收集的数据（例如，敏感文档），以使其可移植并最大程度地减少通过网络发送的数据量。,low,https://github.com/redcanaryco/atomic-red-team/blob/a78b9ed805ab9ea2e422e1aa7741e9407d82d7b1/atomics/T1560.001/T1560.001.md,"attack.exfiltration, attack.t1560.001","product: linux, service: auditd",,['Legitimate use of archiving tools by legitimate user.'],,"{'selection1': {'type': 'execve', 'a0': 'zip'}, 'selection2': {'type': 'execve', 'a0': 'gzip', 'a1': '-k'}, 'selection3': {'type': 'execve', 'a0': 'tar', 'a1|contains': '-c'}, 'condition': '1 of selection*'}","(type=""execve"" a0=""zip"") OR (type=""execve"" a0=""gzip"" a1=""-k"") OR (type=""execve"" a0=""tar"" a1=""*-c*"")"
lnx_auditd_bpfdoor_file_accessed.yml,BPFDoor Abnormal Process ID or Lock File Accessed,808146b2-9332-4d78-9416-d7e47012d83d,detects BPFDoor .lock and .pid files access in temporary file storage facility,bpfdoor异常过程ID或锁定文件已访问,在临时文件存储设施中检测bpfdoor .lock和.pid文件访问,high,"https://www.sandflysecurity.com/blog/bpfdoor-an-evasive-linux-backdoor-technical-analysis/, https://www.elastic.co/security-labs/a-peek-behind-the-bpfdoor","attack.execution, attack.t1106, attack.t1059","product: linux, service: auditd",,['Unlikely'],,"{'selection': {'type': 'PATH', 'name': ['/var/run/haldrund.pid', '/var/run/xinetd.lock', '/var/run/kdevrund.pid']}, 'condition': 'selection'}","type=""PATH"" name IN (""/var/run/haldrund.pid"", ""/var/run/xinetd.lock"", ""/var/run/kdevrund.pid"")"
lnx_auditd_audio_capture.yml,Audio Capture,a7af2487-9c2f-42e4-9bb9-ff961f0561d5,Detects attempts to record audio with arecord utility,音频捕获,检测尝试使用Arecord实用程序录制音频的尝试,low,"https://linux.die.net/man/1/arecord, https://linuxconfig.org/how-to-test-microphone-with-audio-linux-sound-architecture-alsa","attack.collection, attack.t1123","product: linux, service: auditd",,['Unknown'],,"{'selection': {'type': 'EXECVE', 'a0': 'arecord', 'a1': '-vv', 'a2': '-fdat'}, 'condition': 'selection'}","type=""EXECVE"" a0=""arecord"" a1=""-vv"" a2=""-fdat"""
lnx_auditd_auditing_config_change.yml,Auditing Configuration Changes on Linux Host,977ef627-4539-4875-adf4-ed8f780c4922,Detect changes in auditd configuration files,Linux主机上的审计配置更改,检测审计配置文件中的更改,high,"https://github.com/Neo23x0/auditd/blob/master/audit.rules, Self Experience","attack.defense_evasion, attack.t1562.006","product: linux, service: auditd","exe, comm, key",['Legitimate administrative activity'],,"{'selection': {'type': 'PATH', 'name': ['/etc/audit/*', '/etc/libaudit.conf', '/etc/audisp/*']}, 'condition': 'selection'}","type=""PATH"" name IN (""/etc/audit/*"", ""/etc/libaudit.conf"", ""/etc/audisp/*"") | table exe,comm,key"
lnx_auditd_network_service_scanning.yml,Linux Network Service Scanning - Auditd,3761e026-f259-44e6-8826-719ed8079408,Detects enumeration of local or remote network services.,Linux网络服务扫描 - 审核,检测本地或远程网络服务的枚举。,low,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1046/T1046.md,"attack.discovery, attack.t1046","product: linux, service: auditd",,['Legitimate administration activities'],,"{'selection': {'type': 'SYSCALL', 'exe|endswith': ['/telnet', '/nmap', '/netcat', '/nc', '/ncat', '/nc.openbsd'], 'key': 'network_connect_4'}, 'condition': 'selection'}","type=""SYSCALL"" exe IN (""*/telnet"", ""*/nmap"", ""*/netcat"", ""*/nc"", ""*/ncat"", ""*/nc.openbsd"") key=""network_connect_4"""
lnx_auditd_screencapture_import.yml,Screen Capture with Import Tool,dbe4b9c5-c254-4258-9688-d6af0b7967fd,"Detects adversary creating screen capture of a desktop with Import Tool.
Highly recommended using rule on servers, due to high usage of screenshot utilities on user workstations.
ImageMagick must be installed.
",用导入工具捕获屏幕截图,"检测使用导入工具的对手创建桌面的屏幕截图。
由于用户工作站上屏幕截图实用程序的大量使用，强烈建议使用服务器上的规则。
必须安装ImageMagick。",low,"https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1113/T1113.md, https://linux.die.net/man/1/import, https://imagemagick.org/","attack.collection, attack.t1113","product: linux, service: auditd",,['Legitimate use of screenshot utility'],,"{'import': {'type': 'EXECVE', 'a0': 'import'}, 'import_window_root': {'a1': '-window', 'a2': 'root', 'a3|endswith': ['.png', '.jpg', '.jpeg']}, 'import_no_window_root': {'a1|endswith': ['.png', '.jpg', '.jpeg']}, 'condition': 'import and (import_window_root or import_no_window_root)'}","type=""EXECVE"" a0=""import"" (a1=""-window"" a2=""root"" a3 IN (""*.png"", ""*.jpg"", ""*.jpeg"")) OR a1 IN (""*.png"", ""*.jpg"", ""*.jpeg"")"
lnx_auditd_coinminer.yml,Possible Coin Miner CPU Priority Param,071d5e5a-9cef-47ec-bc4e-a42e34d8d0ed,Detects command line parameter very often used with coin miners,可能的硬币矿工CPU优先级参数,检测命令行参数经常与硬币矿工一起使用,critical,https://xmrig.com/docs/miner/command-line-options,"attack.privilege_escalation, attack.t1068","product: linux, service: auditd",,['Other tools that use a --cpu-priority flag'],,"{'cmd1': {'a1|startswith': '--cpu-priority'}, 'cmd2': {'a2|startswith': '--cpu-priority'}, 'cmd3': {'a3|startswith': '--cpu-priority'}, 'cmd4': {'a4|startswith': '--cpu-priority'}, 'cmd5': {'a5|startswith': '--cpu-priority'}, 'cmd6': {'a6|startswith': '--cpu-priority'}, 'cmd7': {'a7|startswith': '--cpu-priority'}, 'condition': '1 of cmd*'}","a1=""--cpu-priority*"" OR a2=""--cpu-priority*"" OR a3=""--cpu-priority*"" OR a4=""--cpu-priority*"" OR a5=""--cpu-priority*"" OR a6=""--cpu-priority*"" OR a7=""--cpu-priority*"""
lnx_auditd_pers_systemd_reload.yml,Systemd Service Reload or Start,2625cc59-0634-40d0-821e-cb67382a3dd7,Detects a reload or a start of a service.,SystemD服务重新加载或开始,检测重新加载或服务的开始。,low,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1543.002/T1543.002.md,"attack.persistence, attack.t1543.002","product: linux, service: auditd",,"['Installation of legitimate service.', 'Legitimate reconfiguration of service.']",,"{'selection': {'type': 'EXECVE', 'a0|contains': 'systemctl', 'a1|contains': ['daemon-reload', 'start']}, 'condition': 'selection'}","type=""EXECVE"" a0=""*systemctl*"" a1 IN (""*daemon-reload*"", ""*start*"")"
lnx_auditd_susp_histfile_operations.yml,Suspicious History File Operations - Linux,eae8ce9f-bde9-47a6-8e79-f20d18419910,Detects commandline operations on shell history files,可疑历史文件操作 -  Linux,在Shell历史文件上检测命令行操作,medium,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1552.003/T1552.003.md,"attack.credential_access, attack.t1552.003","product: linux, service: auditd","a0, a1, a2, a3, key","['Legitimate administrative activity', 'Legitimate software, cleaning hist file']",,"{'execve': {'type': 'EXECVE'}, 'history': ['.bash_history', '.zsh_history', '.zhistory', '.history', '.sh_history', 'fish_history'], 'condition': 'execve and history'}","type=""EXECVE"" "".bash_history"" OR "".zsh_history"" OR "".zhistory"" OR "".history"" OR "".sh_history"" OR ""fish_history"" | table a0,a1,a2,a3,key"
lnx_auditd_screencaputre_xwd.yml,Screen Capture with Xwd,e2f17c5d-b02a-442b-9052-6eb89c9fec9c,"Detects adversary creating screen capture of a full with xwd. Highly recommended using rule on servers, due high usage of screenshot utilities on user workstations",用XWD捕获屏幕截图,检测对手创建XWD的完整屏幕捕获。强烈建议使用服务器上的规则，由于用户工作站上的屏幕截图实用程序高度使用,low,"https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1113/T1113.md#atomic-test-3---x-windows-capture, https://linux.die.net/man/1/xwd","attack.collection, attack.t1113","product: linux, service: auditd",,['Legitimate use of screenshot utility'],,"{'selection': {'type': 'EXECVE', 'a0': 'xwd'}, 'xwd_root_window': {'a1': '-root', 'a2': '-out', 'a3|endswith': '.xwd'}, 'xwd_no_root_window': {'a1': '-out', 'a2|endswith': '.xwd'}, 'condition': 'selection and 1 of xwd_*'}","type=""EXECVE"" a0=""xwd"" (a1=""-root"" a2=""-out"" a3=""*.xwd"") OR (a1=""-out"" a2=""*.xwd"")"
lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml,OMIGOD SCX RunAsProvider ExecuteShellCommand - Auditd,045b5f9c-49f7-4419-a236-9854fb3c827a,"Rule to detect the use of the SCX RunAsProvider Invoke_ExecuteShellCommand to execute any UNIX/Linux command using the /bin/sh shell.
SCXcore, started as the Microsoft Operations Manager UNIX/Linux Agent, is now used in a host of products including Microsoft Operations Manager.
Microsoft Azure, and Microsoft Operations Management Suite.
",Omigod SCX runasProvider executeshellcommand-审计,"规则以检测使用SCX RunasProvider Invoke_executeshellCommand使用/bin/sh shell执行任何UNIX/Linux命令。
SCXCORE最初是Microsoft Operations Manager Unix/Linux代理，现在用于包括Microsoft Operations Manager在内的许多产品中。
Microsoft Azure和Microsoft操作管理套件。",high,"https://www.wiz.io/blog/omigod-critical-vulnerabilities-in-omi-azure, https://github.com/Azure/Azure-Sentinel/pull/3059","attack.privilege_escalation, attack.initial_access, attack.execution, attack.t1068, attack.t1190, attack.t1203","product: linux, service: auditd",,['Legitimate use of SCX RunAsProvider Invoke_ExecuteShellCommand.'],,"{'selection': {'type': 'SYSCALL', 'syscall': 'execve', 'uid': 0, 'cwd': '/var/opt/microsoft/scx/tmp', 'comm': 'sh'}, 'condition': 'selection'}","type=""SYSCALL"" syscall=""execve"" uid=0 cwd=""/var/opt/microsoft/scx/tmp"" comm=""sh"""
lnx_auditd_systemd_service_creation.yml,Systemd Service Creation,1bac86ba-41aa-4f62-9d6b-405eac99b485,Detects a creation of systemd services which could be used by adversaries to execute malicious code.,SystemD服务创建,检测SystemD服务的创建，对手可以使用该服务来执行恶意代码。,medium,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1543.002/T1543.002.md,"attack.persistence, attack.t1543.002","product: linux, service: auditd",,['Admin work like legit service installs.'],,"{'path': {'type': 'PATH', 'nametype': 'CREATE'}, 'name_1': {'name|startswith': ['/usr/lib/systemd/system/', '/etc/systemd/system/']}, 'name_2': {'name|contains': '/.config/systemd/user/'}, 'condition': 'path and 1 of name_*'}","type=""PATH"" nametype=""CREATE"" name IN (""/usr/lib/systemd/system/*"", ""/etc/systemd/system/*"") OR name=""*/.config/systemd/user/*"""
lnx_auditd_user_discovery.yml,System Owner or User Discovery,9a0d8ca0-2385-4020-b6c6-cb6153ca56f3,"Adversaries may use the information from System Owner/User Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.",系统所有者或用户发现,对手可以在自动发现期间使用系统所有者/用户发现的信息来塑造跟进行为，包括对手是否完全感染了目标和/或尝试特定的操作。,low,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1033/T1033.md,"attack.discovery, attack.t1033","product: linux, service: auditd",,['Admin activity'],,"{'selection': {'type': 'EXECVE', 'a0': ['users', 'w', 'who']}, 'condition': 'selection'}","type=""EXECVE"" a0 IN (""users"", ""w"", ""who"")"
lnx_auditd_modify_system_firewall.yml,Modify System Firewall,323ff3f5-0013-4847-bbd4-250b5edb62cc,"Detects the removal of system firewall rules. Adversaries may only delete or modify a specific system firewall rule to bypass controls limiting network usage or access.
Detection rules that match only on the disabling of firewalls will miss this.
",修改系统防火墙,"检测系统防火墙规则的拆除。对手只能删除或修改特定的系统防火墙规则，以绕过控制网络使用或访问的限制。
仅在禁用防火墙的情况下匹配的检测规则会错过这一点。",medium,"https://www.trendmicro.com/en_us/research/22/c/cyclops-blink-sets-sights-on-asus-routers--.html, https://blog.aquasec.com/container-security-tnt-container-attack","attack.t1562.004, attack.defense_evasion","product: linux, service: auditd",,['Legitimate admin activity'],,"{'selection1': {'type': 'EXECVE', 'a0': 'iptables', 'a1|contains': 'DROP'}, 'selection2': {'type': 'EXECVE', 'a0': 'firewall-cmd', 'a1|contains': 'remove'}, 'selection3': {'type': 'EXECVE', 'a0': 'ufw', 'a1|contains': 'delete'}, 'condition': '1 of selection*'}","(type=""EXECVE"" a0=""iptables"" a1=""*DROP*"") OR (type=""EXECVE"" a0=""firewall-cmd"" a1=""*remove*"") OR (type=""EXECVE"" a0=""ufw"" a1=""*delete*"")"
lnx_auditd_susp_cmds.yml,Suspicious Commands Linux,1543ae20-cbdf-4ec1-8d12-7664d667a825,Detects relevant commands often related to malware or hacking activity,可疑命令Linux,检测通常与恶意软件或黑客活动有关的相关命令,medium,Internal Research - mostly derived from exploit code including code in MSF,"attack.execution, attack.t1059.004","product: linux, service: auditd",,['Admin activity'],,"{'cmd1': {'type': 'EXECVE', 'a0': 'chmod', 'a1': 777}, 'cmd2': {'type': 'EXECVE', 'a0': 'chmod', 'a1': 'u+s'}, 'cmd3': {'type': 'EXECVE', 'a0': 'cp', 'a1': '/bin/ksh'}, 'cmd4': {'type': 'EXECVE', 'a0': 'cp', 'a1': '/bin/sh'}, 'condition': '1 of cmd*'}","(type=""EXECVE"" a0=""chmod"" a1=777) OR (type=""EXECVE"" a0=""chmod"" a1=""u+s"") OR (type=""EXECVE"" a0=""cp"" a1=""/bin/ksh"") OR (type=""EXECVE"" a0=""cp"" a1=""/bin/sh"")"
lnx_auditd_load_module_insmod.yml,Loading of Kernel Module via Insmod,106d7cbd-80ff-4985-b682-a7043e5acb72,"Detects loading of kernel modules with insmod command.
Loadable Kernel Modules (LKMs) are pieces of code that can be loaded and unloaded into the kernel upon demand.
Adversaries may use LKMs to obtain persistence within the system or elevate the privileges.
",通过insmod加载内核模块,"使用InsMod命令检测内核模块的加载。
可加载的内核模块（LKMS）是可以按需加载并将其卸载到内核中的代码。
对手可以使用LKM在系统内获得持久性或提高特权。",high,"https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1547.006/T1547.006.md, https://linux.die.net/man/8/insmod, https://man7.org/linux/man-pages/man8/kmod.8.html","attack.persistence, attack.privilege_escalation, attack.t1547.006","product: linux, service: auditd",,['Unknown'],,"{'selection': {'type': 'SYSCALL', 'comm': 'insmod', 'exe': '/usr/bin/kmod'}, 'condition': 'selection'}","type=""SYSCALL"" comm=""insmod"" exe=""/usr/bin/kmod"""
lnx_auditd_system_info_discovery2.yml,System and Hardware Information Discovery,1f358e2e-cb63-43c3-b575-dfb072a6814f,Detects system information discovery commands,系统和硬件信息发现,检测系统信息发现命令,informational,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1082/T1082.md#atomic-test-4---linux-vm-check-via-hardware,"attack.discovery, attack.t1082","product: linux, service: auditd",,['Legitimate administration activities'],,"{'selection': {'type': 'PATH', 'name': ['/sys/class/dmi/id/bios_version', '/sys/class/dmi/id/product_name', '/sys/class/dmi/id/chassis_vendor', '/proc/scsi/scsi', '/proc/ide/hd0/model', '/proc/version', '/etc/*version', '/etc/*release', '/etc/issue']}, 'condition': 'selection'}","type=""PATH"" name IN (""/sys/class/dmi/id/bios_version"", ""/sys/class/dmi/id/product_name"", ""/sys/class/dmi/id/chassis_vendor"", ""/proc/scsi/scsi"", ""/proc/ide/hd0/model"", ""/proc/version"", ""/etc/*version"", ""/etc/*release"", ""/etc/issue"")"
lnx_auditd_logging_config_change.yml,Logging Configuration Changes on Linux Host,c830f15d-6f6e-430f-8074-6f73d6807841,Detect changes of syslog daemons configuration files,Linux主机上的记录配置更改,检测Syslog Daemons配置文件的更改,high,self experience,"attack.defense_evasion, attack.t1562.006","product: linux, service: auditd","exe, comm, key",['Legitimate administrative activity'],,"{'selection': {'type': 'PATH', 'name': ['/etc/syslog.conf', '/etc/rsyslog.conf', '/etc/syslog-ng/syslog-ng.conf']}, 'condition': 'selection'}","type=""PATH"" name IN (""/etc/syslog.conf"", ""/etc/rsyslog.conf"", ""/etc/syslog-ng/syslog-ng.conf"") | table exe,comm,key"
lnx_auditd_network_sniffing.yml,Network Sniffing - Linux,f4d3748a-65d1-4806-bd23-e25728081d01,"Network sniffing refers to using the network interface on a system to monitor or capture information sent over a wired or wireless connection.
An adversary may place a network interface into promiscuous mode to passively access data in transit over the network, or use span ports to capture a larger amount of data.
",网络嗅探-Linux,"网络嗅探是指使用系统上的网络接口来监视或捕获通过有线或无线连接发送的信息。
对手可以将网络接口放置在滥交模式中，以通过网络中的运输访问数据，或使用跨度端口捕获大量数据。",low,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1040/T1040.md,"attack.credential_access, attack.discovery, attack.t1040","product: linux, service: auditd",,['Legitimate administrator or user uses network sniffing tool for legitimate reasons.'],,"{'selection_1': {'type': 'execve', 'a0': 'tcpdump', 'a1': '-c', 'a3|contains': '-i'}, 'selection_2': {'type': 'execve', 'a0': 'tshark', 'a1': '-c', 'a3': '-i'}, 'condition': '1 of selection_*'}","(type=""execve"" a0=""tcpdump"" a1=""-c"" a3=""*-i*"") OR (type=""execve"" a0=""tshark"" a1=""-c"" a3=""-i"")"
lnx_auditd_steghide_extract_steganography.yml,Steganography Extract Files with Steghide,a5a827d9-1bbe-4952-9293-c59d897eb41b,"Detects extraction of files with usage of steghide binary, the adversaries may use this technique to prevent the detection of hidden information.",使用Steghide的隐肌提取文件,检测使用Steghide二进制文件的文件提取，对手可能会使用此技术来防止检测隐藏信息。,low,https://vitux.com/how-to-hide-confidential-files-in-images-on-debian-using-steganography/,"attack.defense_evasion, attack.t1027.003","product: linux, service: auditd",,['Unknown'],,"{'selection': {'type': 'EXECVE', 'a0': 'steghide', 'a1': 'extract', 'a2': '-sf', 'a3|endswith': ['.jpg', '.png']}, 'condition': 'selection'}","type=""EXECVE"" a0=""steghide"" a1=""extract"" a2=""-sf"" a3 IN (""*.jpg"", ""*.png"")"
